Position	ENSG.ID	Gene.type	Gene.name	Chromosome	ENSP.ID	enr	idx_ROC
3811	ENSG00000102158	protein_coding	MAGT1	X	ENSP00000354649	193	3618
3812	ENSG00000113356	protein_coding	POLR3G	5	ENSP00000382058	193	3619
3813	ENSG00000174021	protein_coding	GNG5	1	ENSP00000359675	193	3620
3814	ENSG00000115970	protein_coding	THADA	2	ENSP00000385995	193	3621
3815	ENSG00000111186	protein_coding	WNT5B	12	ENSP00000380379	193	3622
3816	ENSG00000166886	protein_coding	NAB2	12	ENSP00000300131	193	3623
3817	ENSG00000104213	protein_coding	PDGFRL	8	ENSP00000444211	193	3624
3818	ENSG00000101986	protein_coding	ABCD1	X	ENSP00000218104	193	3625
3819	ENSG00000125900	protein_coding	SIRPD	20	ENSP00000371036	193	3626
3820	ENSG00000023734	protein_coding	STRAP	12	ENSP00000392270	193	3627
3821	ENSG00000163485	protein_coding	ADORA1	1	ENSP00000356205	193	3628
3822	ENSG00000127666	protein_coding	TICAM1	19	ENSP00000248244	193	3629
3823	ENSG00000160360	protein_coding	GPSM1	9	ENSP00000392828	193	3630
3824	ENSG00000144224	protein_coding	UBXN4	2	ENSP00000272638	193	3631
3825	ENSG00000143498	protein_coding	TAF1A	1	ENSP00000339976	193	3632
3826	ENSG00000167094	protein_coding	TTC16	9	ENSP00000362386	193	3633
3827	ENSG00000005073	protein_coding	HOXA11	7	ENSP00000006015	193	3634
3828	ENSG00000105402	protein_coding	NAPA	19	ENSP00000263354	193	3635
3829	ENSG00000064545	protein_coding	TMEM161A	19	ENSP00000162044	193	3636
3830	ENSG00000177679	protein_coding	SRRM3	7	ENSP00000480851	193	3637
3831	ENSG00000005893	protein_coding	LAMP2	X	ENSP00000408411	193	3638
3832	ENSG00000198176	protein_coding	TFDP1	13	ENSP00000364519	193	3639
3833	ENSG00000170832	protein_coding	USP32	17	ENSP00000300896	193	3640
3834	ENSG00000117643	protein_coding	MAN1C1	1	ENSP00000363452	193	3641
3835	ENSG00000091137	protein_coding	SLC26A4	7	ENSP00000265715	193	3642
3836	ENSG00000198162	protein_coding	MAN1A2	1	ENSP00000348959	193	3643
3837	ENSG00000060140	protein_coding	STYK1	12	ENSP00000075503	193	3644
3838	ENSG00000152932	protein_coding	RAB3C	5	ENSP00000282878	193	3645
3839	ENSG00000100036	protein_coding	SLC35E4	22	ENSP00000339626	193	3646
3840	ENSG00000116898	protein_coding	MRPS15	1	ENSP00000362208	193	3647
3841	ENSG00000090615	protein_coding	GOLGA3	12	ENSP00000204726	193	3648
3842	ENSG00000140950	protein_coding	MEAK7	16	ENSP00000343635	193	3649
3843	ENSG00000135655	protein_coding	USP15	12	ENSP00000280377	193	3650
3844	ENSG00000063587	protein_coding	ZNF275	X	ENSP00000359271	193	3651
3845	ENSG00000160949	protein_coding	TONSL	8	ENSP00000386239	193	3652
3846	ENSG00000198108	protein_coding	CHSY3	5	ENSP00000302629	193	3653
3847	ENSG00000271303	protein_coding	SRXN1	20	ENSP00000371388	193	3654
3848	ENSG00000205784	protein_coding	ARRDC5	19	ENSP00000371200	193	3655
3849	ENSG00000044115	protein_coding	CTNNA1	5	ENSP00000304669	193	3656
3850	ENSG00000160712	protein_coding	IL6R	1	ENSP00000357470	193	3657
3851	ENSG00000079387	protein_coding	SENP1	12	ENSP00000394791	193	3658
3852	ENSG00000139549	protein_coding	DHH	12	ENSP00000266991	193	3659
3853	ENSG00000124784	protein_coding	RIOK1	6	ENSP00000369162	193	3660
3854	ENSG00000009335	protein_coding	UBE3C	7	ENSP00000309198	193	3661
3855	ENSG00000117308	protein_coding	GALE	1	ENSP00000483375	193	3662
3856	ENSG00000143815	protein_coding	LBR	1	ENSP00000339883	193	3663
3857	ENSG00000105499	protein_coding	PLA2G4C	19	ENSP00000472546	193	3664
3858	ENSG00000136193	protein_coding	SCRN1	7	ENSP00000388942	193	3665
3859	ENSG00000159337	protein_coding	PLA2G4D	15	ENSP00000290472	193	3666
3860	ENSG00000261236	protein_coding	BOP1	8	ENSP00000455106	193	3667
3861	ENSG00000198554	protein_coding	WDHD1	14	ENSP00000353793	193	3668
3862	ENSG00000140009	protein_coding	ESR2	14	ENSP00000343925	193	3669
3863	ENSG00000159377	protein_coding	PSMB4	1	ENSP00000290541	193	3670
3864	ENSG00000134352	protein_coding	IL6ST	5	ENSP00000370698	193	3671
3865	ENSG00000112531	protein_coding	QKI	6	ENSP00000355094	193	3672
3866	ENSG00000179295	protein_coding	PTPN11	12	ENSP00000340944	193	3673
3867	ENSG00000135272	protein_coding	MDFIC	7	ENSP00000484656	193	3674
3868	ENSG00000183479	protein_coding	TREX2	X	ENSP00000333441	193	3675
3869	ENSG00000211455	protein_coding	STK38L	12	ENSP00000373684	193	3676
3870	ENSG00000159259	protein_coding	CHAF1B	21	ENSP00000315700	193	3677
3871	ENSG00000114423	protein_coding	CBLB	3	ENSP00000264122	193	3678
3872	ENSG00000148702	protein_coding	HABP2	10	ENSP00000277903	193	3679
3873	ENSG00000099817	protein_coding	POLR2E	19	ENSP00000478303	193	3680
3874	ENSG00000007202	protein_coding	BLTP2	17	ENSP00000436773	193	3681
3875	ENSG00000168675	protein_coding	LDLRAD4	18	ENSP00000352420	193	3682
3876	ENSG00000173221	protein_coding	GLRX	5	ENSP00000369314	193	3683
3877	ENSG00000007944	protein_coding	MYLIP	6	ENSP00000349298	193	3684
3878	ENSG00000105366	protein_coding	SIGLEC8	19	ENSP00000321077	193	3685
3879	ENSG00000130158	protein_coding	DOCK6	19	ENSP00000294618	193	3686
3880	ENSG00000029993	protein_coding	HMGB3	X	ENSP00000359393	193	3687
3881	ENSG00000057252	protein_coding	SOAT1	1	ENSP00000356591	193	3688
3882	ENSG00000183098	protein_coding	GPC6	13	ENSP00000366246	193	3689
3883	ENSG00000162885	protein_coding	B3GALNT2	1	ENSP00000355559	193	3690
3884	ENSG00000143401	protein_coding	ANP32E	1	ENSP00000463154	193	3691
3885	ENSG00000138600	protein_coding	SPPL2A	15	ENSP00000261854	193	3692
3886	ENSG00000100558	protein_coding	PLEK2	14	ENSP00000216446	193	3693
3887	ENSG00000129347	protein_coding	KRI1	19	ENSP00000320917	193	3694
3888	ENSG00000180773	protein_coding	SLC36A4	11	ENSP00000317382	193	3695
3889	ENSG00000198336	protein_coding	MYL4	17	ENSP00000347055	193	3696
3890	ENSG00000161640	protein_coding	SIGLEC11	19	ENSP00000412361	193	3697
3891	ENSG00000148335	protein_coding	NTMT1	9	ENSP00000483489	193	3698
3892	ENSG00000183258	protein_coding	DDX41	5	ENSP00000422753	193	3699
3893	ENSG00000177951	protein_coding	BET1L	11	ENSP00000372210	193	3700
3894	ENSG00000105677	protein_coding	TMEM147	19	ENSP00000222284	193	3701
3895	ENSG00000111674	protein_coding	ENO2	12	ENSP00000437402	193	3702
3896	ENSG00000150990	protein_coding	DHX37	12	ENSP00000311135	193	3703
3897	ENSG00000152558	protein_coding	TMEM123	11	ENSP00000381204	193	3704
3898	ENSG00000164164	protein_coding	OTUD4	4	ENSP00000409279	193	3705
3899	ENSG00000165233	protein_coding	CARD19	9	ENSP00000364613	193	3706
3900	ENSG00000105419	protein_coding	MEIS3	19	ENSP00000453307	193	3707
3901	ENSG00000114853	protein_coding	ZBTB47	3	ENSP00000232974	193	3708
3902	ENSG00000062822	protein_coding	POLD1	19	ENSP00000406046	193	3709
3903	ENSG00000149564	protein_coding	ESAM	11	ENSP00000278927	193	3710
3904	ENSG00000164077	protein_coding	MON1A	3	ENSP00000296473	193	3711
3905	ENSG00000068724	protein_coding	TTC7A	2	ENSP00000378320	193	3712
3906	ENSG00000111481	protein_coding	COPZ1	12	ENSP00000449270	193	3713
3907	ENSG00000089902	protein_coding	RCOR1	14	ENSP00000262241	193	3714
3908	ENSG00000144136	protein_coding	SLC20A1	2	ENSP00000272542	193	3715
3909	ENSG00000161643	protein_coding	SIGLEC16	19	NA	193	3716
3910	ENSG00000166068	protein_coding	SPRED1	15	ENSP00000299084	193	3717
3911	ENSG00000164933	protein_coding	SLC25A32	8	ENSP00000297578	193	3718
3912	ENSG00000140682	protein_coding	TGFB1I1	16	ENSP00000378332	193	3719
3913	ENSG00000179041	protein_coding	RRS1	8	ENSP00000322396	193	3720
3914	ENSG00000178381	protein_coding	ZFAND2A	7	ENSP00000314619	193	3721
3915	ENSG00000187091	protein_coding	PLCD1	3	ENSP00000430344	193	3722
3916	ENSG00000140254	protein_coding	DUOXA1	15	ENSP00000267803	193	3723
3917	ENSG00000104320	protein_coding	NBN	8	ENSP00000265433	193	3724
3918	ENSG00000068120	protein_coding	COASY	17	ENSP00000464814	193	3725
3919	ENSG00000049247	protein_coding	UTS2	1	ENSP00000054668	193	3726
3920	ENSG00000134324	protein_coding	LPIN1	2	ENSP00000397908	193	3727
3921	ENSG00000131477	protein_coding	RAMP2	17	ENSP00000253796	193	3728
3922	ENSG00000144476	protein_coding	ACKR3	2	ENSP00000272928	193	3729
3923	ENSG00000139174	protein_coding	PRICKLE1	12	ENSP00000345064	193	3730
3924	ENSG00000105376	protein_coding	ICAM5	19	ENSP00000221980	193	3731
3925	ENSG00000166265	protein_coding	CYYR1	21	ENSP00000299340	193	3732
3926	ENSG00000182504	protein_coding	CEP97	3	ENSP00000342510	193	3733
3927	ENSG00000125637	protein_coding	PSD4	2	ENSP00000245796	193	3734
3928	ENSG00000169031	protein_coding	COL4A3	2	ENSP00000379823	193	3735
3929	ENSG00000101447	protein_coding	FAM83D	20	ENSP00000481110	193	3736
3930	ENSG00000171877	protein_coding	FRMD5	15	ENSP00000403067	193	3737
3931	ENSG00000154856	protein_coding	APCDD1	18	ENSP00000347433	193	3738
3932	ENSG00000113194	protein_coding	FAF2	5	ENSP00000261942	193	3739
3933	ENSG00000105697	protein_coding	HAMP	19	ENSP00000471894	194	3739
3934	ENSG00000204574	protein_coding	ABCF1	6	ENSP00000313603	194	3740
3935	ENSG00000117877	protein_coding	POLR1G	19	ENSP00000465099	194	3741
3936	ENSG00000109689	protein_coding	STIM2	4	ENSP00000417569	194	3742
3937	ENSG00000174238	protein_coding	PITPNA	17	ENSP00000316809	194	3743
3938	ENSG00000174437	protein_coding	ATP2A2	12	ENSP00000440045	195	3743
3939	ENSG00000145113	protein_coding	MUC4	3	ENSP00000417498	195	3744
3940	ENSG00000180304	protein_coding	OAZ2	15	ENSP00000463013	195	3745
3941	ENSG00000069431	protein_coding	ABCC9	12	ENSP00000261200	195	3746
3942	ENSG00000144560	protein_coding	VGLL4	3	ENSP00000404251	195	3747
3943	ENSG00000119760	protein_coding	SUPT7L	2	ENSP00000336750	195	3748
3944	ENSG00000006210	protein_coding	CX3CL1	16	ENSP00000006053	196	3748
3945	ENSG00000147535	protein_coding	PLPP5	8	ENSP00000392553	196	3749
3946	ENSG00000060138	protein_coding	YBX3	12	ENSP00000228251	196	3750
3947	ENSG00000075213	protein_coding	SEMA3A	7	ENSP00000265362	196	3751
3948	ENSG00000135241	protein_coding	PNPLA8	7	ENSP00000410804	196	3752
3949	ENSG00000055044	protein_coding	NOP58	2	ENSP00000264279	196	3753
3950	ENSG00000172890	protein_coding	NADSYN1	11	ENSP00000326424	196	3754
3951	ENSG00000167657	protein_coding	DAPK3	19	ENSP00000442973	196	3755
3952	ENSG00000213533	protein_coding	STIMATE	3	ENSP00000347195	196	3756
3953	ENSG00000121753	protein_coding	ADGRB2	1	ENSP00000362759	196	3757
3954	ENSG00000130826	protein_coding	DKC1	X	ENSP00000358563	196	3758
3955	ENSG00000176105	protein_coding	YES1	18	ENSP00000462468	196	3759
3956	ENSG00000104825	protein_coding	NFKBIB	19	ENSP00000312988	196	3760
3957	ENSG00000198860	protein_coding	TSEN15	1	ENSP00000355299	196	3761
3958	ENSG00000186111	protein_coding	PIP5K1C	19	ENSP00000466363	196	3762
3959	ENSG00000204186	protein_coding	ZDBF2	2	ENSP00000363545	196	3763
3960	ENSG00000185222	protein_coding	TCEAL9	X	ENSP00000361745	196	3764
3961	ENSG00000117281	protein_coding	CD160	1	ENSP00000235933	196	3765
3962	ENSG00000186806	protein_coding	VSIG10L	19	ENSP00000335623	196	3766
3963	ENSG00000170348	protein_coding	TMED10	14	ENSP00000303145	196	3767
3964	ENSG00000092621	protein_coding	PHGDH	1	ENSP00000358417	196	3768
3965	ENSG00000166477	protein_coding	LEO1	15	ENSP00000299601	196	3769
3966	ENSG00000143294	protein_coding	PRCC	1	ENSP00000271526	196	3770
3967	ENSG00000099949	protein_coding	LZTR1	22	ENSP00000215739	196	3771
3968	ENSG00000123843	protein_coding	C4BPB	1	ENSP00000243611	196	3772
3969	ENSG00000179958	protein_coding	DCTPP1	16	ENSP00000322524	196	3773
3970	ENSG00000169991	protein_coding	IFFO2	1	ENSP00000387941	196	3774
3971	ENSG00000244734	protein_coding	HBB	11	ENSP00000333994	196	3775
3972	ENSG00000205423	protein_coding	CNEP1R1	16	ENSP00000405635	196	3776
3973	ENSG00000176871	protein_coding	WSB2	12	ENSP00000409131	196	3777
3974	ENSG00000103512	protein_coding	NOMO1	16	ENSP00000287667	196	3778
3975	ENSG00000146904	protein_coding	EPHA1	7	ENSP00000275815	196	3779
3976	ENSG00000185909	protein_coding	KLHDC8B	3	ENSP00000327468	196	3780
3977	ENSG00000136888	protein_coding	ATP6V1G1	9	ENSP00000363162	196	3781
3978	ENSG00000163803	protein_coding	PLB1	2	ENSP00000330442	196	3782
3979	ENSG00000176907	protein_coding	TCIM	8	ENSP00000319914	196	3783
3980	ENSG00000128791	protein_coding	TWSG1	18	ENSP00000262120	196	3784
3981	ENSG00000177189	protein_coding	RPS6KA3	X	ENSP00000368884	196	3785
3982	ENSG00000147140	protein_coding	NONO	X	ENSP00000276079	196	3786
3983	ENSG00000178773	protein_coding	CPNE7	16	ENSP00000268720	196	3787
3984	ENSG00000244414	protein_coding	CFHR1	1	ENSP00000314299	196	3788
3985	ENSG00000175931	protein_coding	UBE2O	17	ENSP00000323687	196	3789
3986	ENSG00000158578	protein_coding	ALAS2	X	ENSP00000332369	196	3790
3987	ENSG00000086967	protein_coding	MYBPC2	19	ENSP00000350332	196	3791
3988	ENSG00000129071	protein_coding	MBD4	3	ENSP00000249910	196	3792
3989	ENSG00000143321	protein_coding	HDGF	1	ENSP00000357189	196	3793
3990	ENSG00000197081	protein_coding	IGF2R	6	ENSP00000349437	196	3794
3991	ENSG00000176994	protein_coding	SMCR8	17	ENSP00000385025	196	3795
3992	ENSG00000100300	protein_coding	TSPO	22	ENSP00000379563	196	3796
3993	ENSG00000088726	protein_coding	TMEM40	3	ENSP00000322837	196	3797
3994	ENSG00000108179	protein_coding	PPIF	10	ENSP00000225174	196	3798
3995	ENSG00000164889	protein_coding	SLC4A2	7	ENSP00000419412	196	3799
3996	ENSG00000165671	protein_coding	NSD1	5	ENSP00000395929	196	3800
3997	ENSG00000117114	protein_coding	ADGRL2	1	ENSP00000322270	196	3801
3998	ENSG00000105971	protein_coding	CAV2	7	ENSP00000222693	196	3802
3999	ENSG00000107819	protein_coding	SFXN3	10	ENSP00000224807	196	3803
4000	ENSG00000166105	protein_coding	GLB1L3	11	ENSP00000396615	196	3804
4001	ENSG00000136868	protein_coding	SLC31A1	9	ENSP00000363329	197	3804
4002	ENSG00000164924	protein_coding	YWHAZ	8	ENSP00000379287	197	3805
4003	ENSG00000213923	protein_coding	CSNK1E	22	ENSP00000380044	197	3806
4004	ENSG00000167962	protein_coding	ZNF598	16	ENSP00000411409	197	3807
4005	ENSG00000129235	protein_coding	TXNDC17	17	ENSP00000250101	197	3808
4006	ENSG00000134308	protein_coding	YWHAQ	2	ENSP00000371267	197	3809
4007	ENSG00000162772	protein_coding	ATF3	1	ENSP00000344352	197	3810
4008	ENSG00000143774	protein_coding	GUK1	1	ENSP00000355689	197	3811
4009	ENSG00000089195	protein_coding	TRMT6	20	ENSP00000203001	197	3812
4010	ENSG00000196935	protein_coding	SRGAP1	12	ENSP00000347198	197	3813
4011	ENSG00000135506	protein_coding	OS9	12	ENSP00000318165	197	3814
4012	ENSG00000119772	protein_coding	DNMT3A	2	ENSP00000264709	197	3815
4013	ENSG00000151239	protein_coding	TWF1	12	ENSP00000449428	197	3816
4014	ENSG00000167842	protein_coding	MIS12	17	ENSP00000484532	197	3817
4015	ENSG00000123689	protein_coding	G0S2	1	ENSP00000355996	197	3818
4016	ENSG00000165675	protein_coding	ENOX2	X	ENSP00000337146	197	3819
4017	ENSG00000102921	protein_coding	N4BP1	16	ENSP00000262384	197	3820
4018	ENSG00000189410	protein_coding	SH2D5	1	ENSP00000406026	197	3821
4019	ENSG00000148204	protein_coding	CRB2	9	ENSP00000362734	197	3822
4020	ENSG00000164694	protein_coding	FNDC1	6	ENSP00000297267	197	3823
4021	ENSG00000138303	protein_coding	ASCC1	10	ENSP00000339404	197	3824
4022	ENSG00000121904	protein_coding	CSMD2	1	ENSP00000362479	197	3825
4023	ENSG00000205155	protein_coding	PSENEN	19	ENSP00000468411	197	3826
4024	ENSG00000138069	protein_coding	RAB1A	2	ENSP00000387286	197	3827
4025	ENSG00000100078	protein_coding	PLA2G3	22	ENSP00000215885	197	3828
4026	ENSG00000123643	protein_coding	SLC36A1	5	ENSP00000243389	197	3829
4027	ENSG00000185043	protein_coding	CIB1	15	ENSP00000479860	197	3830
4028	ENSG00000115526	protein_coding	CHST10	2	ENSP00000264249	197	3831
4029	ENSG00000130165	protein_coding	ELOF1	19	ENSP00000252445	197	3832
4030	ENSG00000158477	protein_coding	CD1A	1	ENSP00000289429	197	3833
4031	ENSG00000158406	protein_coding	H4C8	6	ENSP00000366956	197	3834
4032	ENSG00000159784	protein_coding	FAM131B	7	ENSP00000410603	197	3835
4033	ENSG00000214655	protein_coding	ZSWIM8	10	ENSP00000381693	197	3836
4034	ENSG00000124215	protein_coding	CDH26	20	ENSP00000339390	197	3837
4035	ENSG00000074047	protein_coding	GLI2	2	ENSP00000390436	197	3838
4036	ENSG00000158796	protein_coding	DEDD	1	ENSP00000356985	197	3839
4037	ENSG00000136875	protein_coding	PRPF4	9	ENSP00000363313	197	3840
4038	ENSG00000100346	protein_coding	CACNA1I	22	ENSP00000385019	197	3841
4039	ENSG00000158850	protein_coding	B4GALT3	1	ENSP00000480428	197	3842
4040	ENSG00000185262	protein_coding	UBALD2	17	ENSP00000331298	197	3843
4041	ENSG00000157557	protein_coding	ETS2	21	ENSP00000353344	197	3844
4042	ENSG00000142166	protein_coding	IFNAR1	21	ENSP00000270139	198	3844
4043	ENSG00000105443	protein_coding	CYTH2	19	ENSP00000408236	198	3845
4044	ENSG00000123411	protein_coding	IKZF4	12	ENSP00000262032	198	3846
4045	ENSG00000082898	protein_coding	XPO1	2	ENSP00000384863	198	3847
4046	ENSG00000099899	protein_coding	TRMT2A	22	ENSP00000252136	198	3848
4047	ENSG00000064300	protein_coding	NGFR	17	ENSP00000172229	198	3849
4048	ENSG00000152270	protein_coding	PDE3B	11	ENSP00000282096	198	3850
4049	ENSG00000150510	protein_coding	FAM124A	13	ENSP00000280057	198	3851
4050	ENSG00000258947	protein_coding	TUBB3	16	ENSP00000320295	198	3852
4051	ENSG00000074657	protein_coding	ZNF532	18	ENSP00000338217	198	3853
4052	ENSG00000071859	protein_coding	FAM50A	X	ENSP00000377225	198	3854
4053	ENSG00000104517	protein_coding	UBR5	8	ENSP00000429084	198	3855
4054	ENSG00000087510	protein_coding	TFAP2C	20	ENSP00000201031	198	3856
4055	ENSG00000154165	protein_coding	GPR15	3	ENSP00000284311	198	3857
4056	ENSG00000158195	protein_coding	WASF2	1	ENSP00000483313	198	3858
4057	ENSG00000189377	protein_coding	CXCL17	19	ENSP00000472467	198	3859
4058	ENSG00000011275	protein_coding	RNF216	7	ENSP00000374552	198	3860
4059	ENSG00000092067	protein_coding	CEBPE	14	ENSP00000206513	198	3861
4060	ENSG00000196943	protein_coding	NOP9	14	ENSP00000267425	198	3862
4061	ENSG00000136492	protein_coding	BRIP1	17	ENSP00000259008	198	3863
4062	ENSG00000135049	protein_coding	AGTPBP1	9	ENSP00000338512	198	3864
4063	ENSG00000162636	protein_coding	FAM102B	1	ENSP00000359052	198	3865
4064	ENSG00000166793	protein_coding	YPEL4	11	ENSP00000432648	198	3866
4065	ENSG00000169035	protein_coding	KLK7	19	ENSP00000375683	198	3867
4066	ENSG00000126767	protein_coding	ELK1	X	ENSP00000483056	198	3868
4067	ENSG00000185504	protein_coding	FAAP100	17	ENSP00000333283	198	3869
4068	ENSG00000196576	protein_coding	PLXNB2	22	ENSP00000409171	198	3870
4069	ENSG00000153094	protein_coding	BCL2L11	2	ENSP00000376943	198	3871
4070	ENSG00000107796	protein_coding	ACTA2	10	ENSP00000402373	198	3872
4071	ENSG00000059145	protein_coding	UNKL	16	ENSP00000301712	198	3873
4072	ENSG00000144791	protein_coding	LIMD1	3	ENSP00000273317	198	3874
4073	ENSG00000143324	protein_coding	XPR1	1	ENSP00000356562	198	3875
4074	ENSG00000111860	protein_coding	CEP85L	6	ENSP00000357474	198	3876
4075	ENSG00000156140	protein_coding	ADAMTS3	4	ENSP00000286657	198	3877
4076	ENSG00000049239	protein_coding	H6PD	1	ENSP00000473348	198	3878
4077	ENSG00000100284	protein_coding	TOM1	22	ENSP00000413697	198	3879
4078	ENSG00000100991	protein_coding	TRPC4AP	20	ENSP00000252015	198	3880
4079	ENSG00000178498	protein_coding	DTX3	12	ENSP00000448696	198	3881
4080	ENSG00000080845	protein_coding	DLGAP4	20	ENSP00000363023	198	3882
4081	ENSG00000127533	protein_coding	F2RL3	19	ENSP00000248076	198	3883
4082	ENSG00000239306	protein_coding	RBM14	11	ENSP00000311747	198	3884
4083	ENSG00000130511	protein_coding	SSBP4	19	ENSP00000270061	198	3885
4084	ENSG00000172889	protein_coding	EGFL7	9	ENSP00000360764	198	3886
4085	ENSG00000073754	protein_coding	CD5L	1	ENSP00000357156	198	3887
4086	ENSG00000064102	protein_coding	INTS13	12	ENSP00000261191	198	3888
4087	ENSG00000102977	protein_coding	ACD	16	ENSP00000483117	198	3889
4088	ENSG00000154783	protein_coding	FGD5	3	ENSP00000285046	198	3890
4089	ENSG00000269335	protein_coding	IKBKG	X	ENSP00000483825	198	3891
4090	ENSG00000129988	protein_coding	LBP	20	ENSP00000217407	199	3891
4091	ENSG00000164741	protein_coding	DLC1	8	ENSP00000276297	199	3892
4092	ENSG00000151468	protein_coding	CCDC3	10	ENSP00000368102	199	3893
4093	ENSG00000138658	protein_coding	ZGRF1	4	ENSP00000424737	199	3894
4094	ENSG00000168398	protein_coding	BDKRB2	14	ENSP00000450482	199	3895
4095	ENSG00000172345	protein_coding	STARD5	15	ENSP00000304032	199	3896
4096	ENSG00000134825	protein_coding	TMEM258	11	ENSP00000443216	199	3897
4097	ENSG00000135124	protein_coding	P2RX4	12	ENSP00000353032	200	3897
4098	ENSG00000134590	protein_coding	RTL8C	X	ENSP00000257013	200	3898
4099	ENSG00000124155	protein_coding	PIGT	20	ENSP00000279036	200	3899
4100	ENSG00000048028	protein_coding	USP28	11	ENSP00000003302	200	3900
4101	ENSG00000100949	protein_coding	RABGGTA	14	ENSP00000382341	200	3901
4102	ENSG00000160551	protein_coding	TAOK1	17	ENSP00000261716	200	3902
4103	ENSG00000109854	protein_coding	HTATIP2	11	ENSP00000392985	200	3903
4104	ENSG00000133256	protein_coding	PDE6B	4	ENSP00000420295	200	3904
4105	ENSG00000102181	protein_coding	CD99L2	X	ENSP00000480322	200	3905
4106	ENSG00000176597	protein_coding	B3GNT5	3	ENSP00000316173	200	3906
4107	ENSG00000123143	protein_coding	PKN1	19	ENSP00000343325	200	3907
4108	ENSG00000109466	protein_coding	KLHL2	4	ENSP00000424198	200	3908
4109	ENSG00000152256	protein_coding	PDK1	2	ENSP00000376352	200	3909
4110	ENSG00000163521	protein_coding	GLB1L	2	ENSP00000295759	200	3910
4111	ENSG00000100379	protein_coding	KCTD17	22	ENSP00000385096	200	3911
4112	ENSG00000249115	protein_coding	HAUS5	19	ENSP00000439056	200	3912
4113	ENSG00000137198	protein_coding	GMPR	6	ENSP00000259727	200	3913
4114	ENSG00000001617	protein_coding	SEMA3F	3	ENSP00000002829	200	3914
4115	ENSG00000119285	protein_coding	HEATR1	1	ENSP00000355541	200	3915
4116	ENSG00000104164	protein_coding	BLOC1S6	15	ENSP00000220531	200	3916
4117	ENSG00000122783	protein_coding	CYREN	7	ENSP00000376823	200	3917
4118	ENSG00000120868	protein_coding	APAF1	12	ENSP00000448165	200	3918
4119	ENSG00000026297	protein_coding	RNASET2	6	ENSP00000426455	200	3919
4120	ENSG00000170734	protein_coding	POLH	6	ENSP00000361310	200	3920
4121	ENSG00000276070	protein_coding	CCL4L2	17	ENSP00000483609	201	3920
4122	ENSG00000115875	protein_coding	SRSF7	2	ENSP00000325905	201	3921
4123	ENSG00000132470	protein_coding	ITGB4	17	ENSP00000200181	201	3922
4124	ENSG00000083457	protein_coding	ITGAE	17	ENSP00000263087	201	3923
4125	ENSG00000181215	protein_coding	C4orf50	4	ENSP00000437121	201	3924
4126	ENSG00000162849	protein_coding	KIF26B	1	ENSP00000385545	201	3925
4127	ENSG00000171067	protein_coding	C11orf24	11	ENSP00000307264	201	3926
4128	ENSG00000088387	protein_coding	DOCK9	13	ENSP00000365643	201	3927
4129	ENSG00000073282	protein_coding	TP63	3	ENSP00000264731	201	3928
4130	ENSG00000169905	protein_coding	TOR1AIP2	1	ENSP00000356584	201	3929
4131	ENSG00000174996	protein_coding	KLC2	11	ENSP00000399403	201	3930
4132	ENSG00000149503	protein_coding	INCENP	11	ENSP00000378295	201	3931
4133	ENSG00000155034	protein_coding	FBXL18	7	ENSP00000371805	201	3932
4134	ENSG00000179855	protein_coding	GIPC3	19	ENSP00000319254	201	3933
4135	ENSG00000117394	protein_coding	SLC2A1	1	ENSP00000416293	201	3934
4136	ENSG00000211445	protein_coding	GPX3	5	ENSP00000373477	201	3935
4137	ENSG00000130598	protein_coding	TNNI2	11	ENSP00000371331	201	3936
4138	ENSG00000117408	protein_coding	IPO13	1	ENSP00000361418	201	3937
4139	ENSG00000177606	protein_coding	JUN	1	ENSP00000360266	201	3938
4140	ENSG00000171303	protein_coding	KCNK3	2	ENSP00000306275	201	3939
4141	ENSG00000011376	protein_coding	LARS2	3	ENSP00000408576	201	3940
4142	ENSG00000171017	protein_coding	LRRC8E	19	ENSP00000479953	201	3941
4143	ENSG00000198715	protein_coding	GLMP	1	ENSP00000354553	201	3942
4144	ENSG00000131473	protein_coding	ACLY	17	ENSP00000253792	201	3943
4145	ENSG00000137877	protein_coding	SPTBN5	15	ENSP00000317790	201	3944
4146	ENSG00000187801	protein_coding	ZFP69B	1	ENSP00000399664	201	3945
4147	ENSG00000109670	protein_coding	FBXW7	4	ENSP00000281708	201	3946
4148	ENSG00000076043	protein_coding	REXO2	11	ENSP00000265881	201	3947
4149	ENSG00000158786	protein_coding	PLA2G2F	1	ENSP00000364243	201	3948
4150	ENSG00000162736	protein_coding	NCSTN	1	ENSP00000294785	201	3949
4151	ENSG00000114270	protein_coding	COL7A1	3	ENSP00000332371	201	3950
4152	ENSG00000149054	protein_coding	ZNF215	11	ENSP00000278319	201	3951
4153	ENSG00000170017	protein_coding	ALCAM	3	ENSP00000305988	201	3952
4154	ENSG00000171298	protein_coding	GAA	17	ENSP00000305692	201	3953
4155	ENSG00000172548	protein_coding	NIPAL4	5	ENSP00000311687	201	3954
4156	ENSG00000178226	protein_coding	PRSS36	16	ENSP00000268281	201	3955
4157	ENSG00000164023	protein_coding	SGMS2	4	ENSP00000378176	202	3955
4158	ENSG00000085377	protein_coding	PREP	6	ENSP00000358106	202	3956
4159	ENSG00000148297	protein_coding	MED22	9	ENSP00000482438	202	3957
